month,total.anonymous,total.user,timeRange.start,timeRange.end,total.name-bot,total.group-bot
2001-01-01T00:00:00.000Z,18,53,2001-01-01T00:00:00.000Z,2001-02-01T00:00:00.000Z,,
2001-02-01T00:00:00.000Z,26,161,2001-02-01T00:00:00.000Z,2001-03-01T00:00:00.000Z,,
2001-03-01T00:00:00.000Z,191,492,2001-03-01T00:00:00.000Z,2001-04-01T00:00:00.000Z,,
2001-04-01T00:00:00.000Z,111,584,2001-04-01T00:00:00.000Z,2001-05-01T00:00:00.000Z,,
2001-05-01T00:00:00.000Z,205,1274,2001-05-01T00:00:00.000Z,2001-06-01T00:00:00.000Z,,
2001-06-01T00:00:00.000Z,240,502,2001-06-01T00:00:00.000Z,2001-07-01T00:00:00.000Z,,
2001-07-01T00:00:00.000Z,480,907,2001-07-01T00:00:00.000Z,2001-08-01T00:00:00.000Z,,
2001-08-01T00:00:00.000Z,819,1666,2001-08-01T00:00:00.000Z,2001-09-01T00:00:00.000Z,,
2001-09-01T00:00:00.000Z,1436,2919,2001-09-01T00:00:00.000Z,2001-10-01T00:00:00.000Z,,
2001-10-01T00:00:00.000Z,2235,4874,2001-10-01T00:00:00.000Z,2001-11-01T00:00:00.000Z,,
2001-11-01T00:00:00.000Z,2446,4604,2001-11-01T00:00:00.000Z,2001-12-01T00:00:00.000Z,,
2001-12-01T00:00:00.000Z,2991,4779,2001-12-01T00:00:00.000Z,2002-01-01T00:00:00.000Z,5,
2002-01-01T00:00:00.000Z,2144,3698,2002-01-01T00:00:00.000Z,2002-02-01T00:00:00.000Z,12,
2002-02-01T00:00:00.000Z,4266,27774,2002-02-01T00:00:00.000Z,2002-03-01T00:00:00.000Z,,
2002-03-01T00:00:00.000Z,3220,6677,2002-03-01T00:00:00.000Z,2002-04-01T00:00:00.000Z,,
2002-04-01T00:00:00.000Z,2669,6378,2002-04-01T00:00:00.000Z,2002-05-01T00:00:00.000Z,,
2002-05-01T00:00:00.000Z,3516,5838,2002-05-01T00:00:00.000Z,2002-06-01T00:00:00.000Z,,
2002-06-01T00:00:00.000Z,3852,8412,2002-06-01T00:00:00.000Z,2002-07-01T00:00:00.000Z,,
2002-07-01T00:00:00.000Z,4374,9589,2002-07-01T00:00:00.000Z,2002-08-01T00:00:00.000Z,,
2002-08-01T00:00:00.000Z,6968,15458,2002-08-01T00:00:00.000Z,2002-09-01T00:00:00.000Z,16,
2002-09-01T00:00:00.000Z,7753,25265,2002-09-01T00:00:00.000Z,2002-10-01T00:00:00.000Z,,
2002-10-01T00:00:00.000Z,8483,53117,2002-10-01T00:00:00.000Z,2002-11-01T00:00:00.000Z,,
2002-11-01T00:00:00.000Z,7733,17088,2002-11-01T00:00:00.000Z,2002-12-01T00:00:00.000Z,20,
2002-12-01T00:00:00.000Z,7501,18098,2002-12-01T00:00:00.000Z,2003-01-01T00:00:00.000Z,31644,
2003-01-01T00:00:00.000Z,8795,21791,2003-01-01T00:00:00.000Z,2003-02-01T00:00:00.000Z,,
2003-02-01T00:00:00.000Z,6661,20740,2003-02-01T00:00:00.000Z,2003-03-01T00:00:00.000Z,,
2003-03-01T00:00:00.000Z,7542,21145,2003-03-01T00:00:00.000Z,2003-04-01T00:00:00.000Z,,
2003-04-01T00:00:00.000Z,8280,22576,2003-04-01T00:00:00.000Z,2003-05-01T00:00:00.000Z,,
2003-05-01T00:00:00.000Z,9511,28804,2003-05-01T00:00:00.000Z,2003-06-01T00:00:00.000Z,44,
2003-06-01T00:00:00.000Z,9922,29518,2003-06-01T00:00:00.000Z,2003-07-01T00:00:00.000Z,5930,
2003-07-01T00:00:00.000Z,12466,32262,2003-07-01T00:00:00.000Z,2003-08-01T00:00:00.000Z,10192,
2003-08-01T00:00:00.000Z,14241,36033,2003-08-01T00:00:00.000Z,2003-09-01T00:00:00.000Z,58,
2003-09-01T00:00:00.000Z,14362,34997,2003-09-01T00:00:00.000Z,2003-10-01T00:00:00.000Z,474,
2003-10-01T00:00:00.000Z,14865,35394,2003-10-01T00:00:00.000Z,2003-11-01T00:00:00.000Z,1760,
2003-11-01T00:00:00.000Z,15685,47121,2003-11-01T00:00:00.000Z,2003-12-01T00:00:00.000Z,99,
2003-12-01T00:00:00.000Z,16958,52657,2003-12-01T00:00:00.000Z,2004-01-01T00:00:00.000Z,5876,27
2004-01-01T00:00:00.000Z,17747,53343,2004-01-01T00:00:00.000Z,2004-02-01T00:00:00.000Z,1758,
2004-02-01T00:00:00.000Z,23623,69909,2004-02-01T00:00:00.000Z,2004-03-01T00:00:00.000Z,1893,1
2004-03-01T00:00:00.000Z,32835,93394,2004-03-01T00:00:00.000Z,2004-04-01T00:00:00.000Z,3094,
2004-04-01T00:00:00.000Z,31732,96395,2004-04-01T00:00:00.000Z,2004-05-01T00:00:00.000Z,744,
2004-05-01T00:00:00.000Z,32842,99825,2004-05-01T00:00:00.000Z,2004-06-01T00:00:00.000Z,136,95
2004-06-01T00:00:00.000Z,34235,162816,2004-06-01T00:00:00.000Z,2004-07-01T00:00:00.000Z,60,97
2004-07-01T00:00:00.000Z,39175,137391,2004-07-01T00:00:00.000Z,2004-08-01T00:00:00.000Z,1071,18011
2004-08-01T00:00:00.000Z,40514,152045,2004-08-01T00:00:00.000Z,2004-09-01T00:00:00.000Z,29287,2310
2004-09-01T00:00:00.000Z,49384,160440,2004-09-01T00:00:00.000Z,2004-10-01T00:00:00.000Z,2949,5087
2004-10-01T00:00:00.000Z,54079,182139,2004-10-01T00:00:00.000Z,2004-11-01T00:00:00.000Z,14240,1049
2004-11-01T00:00:00.000Z,64149,206417,2004-11-01T00:00:00.000Z,2004-12-01T00:00:00.000Z,40735,2994
2004-12-01T00:00:00.000Z,68207,192074,2004-12-01T00:00:00.000Z,2005-01-01T00:00:00.000Z,26314,14494
2005-01-01T00:00:00.000Z,66918,175598,2005-01-01T00:00:00.000Z,2005-02-01T00:00:00.000Z,1268,2970
2005-02-01T00:00:00.000Z,66906,176741,2005-02-01T00:00:00.000Z,2005-03-01T00:00:00.000Z,1538,1205
2005-03-01T00:00:00.000Z,81284,219188,2005-03-01T00:00:00.000Z,2005-04-01T00:00:00.000Z,4975,1618
2005-04-01T00:00:00.000Z,99532,250281,2005-04-01T00:00:00.000Z,2005-05-01T00:00:00.000Z,22458,4557
2005-05-01T00:00:00.000Z,109594,261928,2005-05-01T00:00:00.000Z,2005-06-01T00:00:00.000Z,18046,3975
2005-06-01T00:00:00.000Z,117380,282280,2005-06-01T00:00:00.000Z,2005-07-01T00:00:00.000Z,4248,9762
2005-07-01T00:00:00.000Z,133906,321777,2005-07-01T00:00:00.000Z,2005-08-01T00:00:00.000Z,13090,10582
2005-08-01T00:00:00.000Z,147526,352577,2005-08-01T00:00:00.000Z,2005-09-01T00:00:00.000Z,19995,4236
2005-09-01T00:00:00.000Z,144315,343731,2005-09-01T00:00:00.000Z,2005-10-01T00:00:00.000Z,61411,12143
2005-10-01T00:00:00.000Z,175374,394006,2005-10-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,45205,10054
2005-11-01T00:00:00.000Z,179429,392756,2005-11-01T00:00:00.000Z,2005-12-01T00:00:00.000Z,92050,6333
2005-12-01T00:00:00.000Z,197331,515163,2005-12-01T00:00:00.000Z,2006-01-01T00:00:00.000Z,50448,6151
2006-01-01T00:00:00.000Z,212627,574905,2006-01-01T00:00:00.000Z,2006-02-01T00:00:00.000Z,74105,4820
2006-02-01T00:00:00.000Z,207637,596793,2006-02-01T00:00:00.000Z,2006-03-01T00:00:00.000Z,91518,8319
2006-03-01T00:00:00.000Z,226173,615081,2006-03-01T00:00:00.000Z,2006-04-01T00:00:00.000Z,237596,11322
2006-04-01T00:00:00.000Z,230797,628694,2006-04-01T00:00:00.000Z,2006-05-01T00:00:00.000Z,138765,38728
